hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.common.se,up,mastodon,8,2702,14057,1668358077
fluffy.family,up,mastodon,79,44085,23265,1651281836
itabashi.0j0.jp,up,mastodon,100,143541,14592,1612578270
blubrry.chat,up,mastodon,8,80,1692,1668200216
tokonatsu.social,up,mastodon,5,4,2012,1688807342
m.bratpfannenberg.com,up,mastodon,2,197,6135,1667232387
nayukana.info,up,mastodon,25,37775,9572,1612578270
myke.social,up,mastodon,1,1768,11321,1675792005
ots.social,up,mastodon,2,43,3951,1668972759
fo0bar.org,up,mastodon,4,456,7956,1612579115
mastodon.hli.fi,up,mastodon,1,32,6711,1704072610
masto.jln.io,up,mastodon,1,681,6937,1676869713
mastodon.farenjihn.cloud,up,mastodon,2,0,2081,1689413555
visegrad24.social,up,mastodon,1,-10,766,1717255003
ftl.chat,up,mastodon,2,266,3414,1671495272
abyss.fun,up,mastodon,485,596417,17727,1612578270
best-friends.chat,up,mastodon,3133,12505386,25052,1612578266
mastodon.mnetwork.co.kr,up,mastodon,1775,229489,7158,1612579013
social.sunet.se,up,mastodon,199,1314,12813,1669397274
mikrotik.social,up,mastodon,6,2022,8786,1684317757
mastodont.cat,up,mastodon,7694,1076422,25629,1612578269
social.testvivaldi.tech,up,mastodon,58,359,,1689962264
freeatlantis.com,up,mastodon,3815,1942129,21187,1628611184
vran.as,up,mastodon,1,1124,17591,1614318620
swain.social,up,mastodon,1,2,3545,1674892418
oldos.me,up,mastodon,1,174,6319,1692802121
nofed01.heguro.com,up,mastodon,4,51,3,1665893213
fedi.science,up,mastodon,27,900,147029,1690480170
mastodon.ecnelises.com,up,mastodon,37,1630,3155,1612578346
meetbeauties.social,up,mastodon,5,1734,5960,1693339675
nonsense.direct,up,mastodon,2,581,6181,1667349072
weremember.social,up,mastodon,51,2675,14064,1668375647
don.n00q.net,up,mastodon,1,202,7564,1708369390
drykath.red,up,mastodon,2,1,42,1690705567
social.mrtoto.net,up,mastodon,4,1728,10218,1688992824
mastodon.darkplanetego.de,up,mastodon,1,13,3331,1666972461
spd.social,up,mastodon,56,3013,9651,1650624040
mastodon.progaccess.net,up,mastodon,7,2043,6709,1681411268
cerb.monster,up,mastodon,1,31,3523,1688679804
guglhupf.social,up,mastodon,7,872,9421,1668487543
social.ellijaymakerspace.org,up,mastodon,11,944,12603,1627619594
social.mcwhirter.io,up,mastodon,3,3161,10268,1612581694
social.sousunepluie.com,up,mastodon,3,36,1670,1682512875
zoeoconnell.co.uk,up,mastodon,1,289,5916,1676843748
lovelace.social,up,mastodon,2,3275,11711,1676494146
mastodon.indiegames.online,up,mastodon,20,325,7273,1665987615
gugus.social,up,mastodon,2,1,660,1717175447
xeno.glyphpress.com,up,mastodon,48,33505,19985,1651974072
fedi.esgeroth.org,up,mastodon,3,1223,11193,1674841812
mastodon.eiabea.com,up,mastodon,5,133,2413,1655655621
elizur.me,up,mastodon,475,4566,8759,1667606214
fediverse.nicknisi.com,up,mastodon,3,349,8791,1674509484
m.phase.org,up,mastodon,2,4223,19166,1667303346
mstdn.mix-food.net,up,mastodon,1,856,504,1690926886
social.jacobian.org,up,mastodon,1,2463,17128,1666995058
datflow.tech,up,mastodon,3,765,3785,1666972461
kernkraft.social,up,mastodon,2,1,365,1668073656
mastodon.duncanhart.com,up,mastodon,1,1616,12316,1621713707
sometimes.social,up,mastodon,5,10199,21795,1651270705
eponaauthor.social,up,mastodon,13,2764,12951,1667988137
mst.fpotfk.org,up,mastodon,2,1526,967,1691618821
hub.uckermark.social,up,mastodon,19,12056,21515,1651952967
social.jeffl.es,up,mastodon,1,172,7806,1669349384
frmsn.network,up,mastodon,1,3,12890,1668830781
mkultra.monster,up,mastodon,7,3640,10565,1706384981
piaf.stilobique.com,up,mastodon,4,1274,6022,1652416790
mastodon.mx,up,mastodon,91,1920,8718,1668904985
muffin.industries,up,mastodon,1,885,7500,1704646085
musicians.today,up,mastodon,567,59367,23391,1668384804
mastodon.skweb.io,up,mastodon,3,1,602,1675493628
lizard.zone,up,mastodon,12,1726,122495,1671455363
modelrailroadballast.com,up,mastodon,23,25,423,1680358482
radiosocial.de,up,mastodon,134,25870,18156,1632585778
mastodon-test.thenexus.today,up,mastodon,2,5,2743,1712810481
snarthelg.no,up,mastodon,7,706,10108,1667775632
radio.quaqoostore.net,up,mastodon,2,2181,1280,1693088598
toot.tom-eric.info,up,mastodon,1,8,8369,1667646838
x0r.be,up,mastodon,218,36381,33134,1612578268
m.rynftz.gr,up,mastodon,1,16,2931,1668986958
mastodon.sitejp.synology.me,up,mastodon,5,1,339,1711663698
k18plus.social,up,mastodon,66,12298,14197,1693860192
social.colectif.de,up,mastodon,11,1779,8083,1638651960
mastodon.tstm.info,up,mastodon,2,6,5359,1671390362
social.ndlug.org,up,mastodon,14,631,7352,1690918749
toot.4t2.uk,up,mastodon,3,187,8068,1671554124
mastodon.cosmicnation.co,up,mastodon,7,2359,11256,1668315494
mastodon.javant.xyz,up,mastodon,2,1,2958,1676349293
mastodon.mesothermal.science,up,mastodon,2,88,5121,1671219548
mast.fslurs.gay,up,mastodon,17,2011,12236,1676536272
xierqi.club,up,mastodon,4,9065,22,1668554730
beamship.mpaq.org,up,mastodon,14,10428,9245,1697656118
blog.fami.ga,up,mastodon,1,681,5193,1612579014
ocalaavenue.net,up,mastodon,2,2473,1379,1701023311
mstdn.poyo.me,up,mastodon,266,1322761,19815,1612578269
pcgaming.club,up,mastodon,4,2,225,1676291264
reseau.innooo.fr,up,mastodon,373,314,1226,1612578347
social.altetanke.com,up,mastodon,2,137,3482,1682175528
blu.social,up,mastodon,1,2,1418,1668303750
indieapps.space,up,mastodon,383,6659,13885,1669433996
pie.gd,up,mastodon,3,2731,12777,1668050199
social.chiefgyk3d.com,up,mastodon,26,5808,25169,1667311646
matstar.error.pe.kr,up,mastodon,2,34,33,1676637851
trumbeta.me,up,mastodon,34,2675,3546,1668046362
persistent.info,up,mastodon,53109,3134414,,1668988968
toot.bike,up,mastodon,614,124063,23613,1667771126
matcha.pub,up,mastodon,1,2,1663,1700912787
self.social,up,mastodon,3,2655,9349,1673770251
mastodon.pathconnect.de,up,mastodon,3,149,5091,1668303750
bird.rodeo,up,mastodon,5,2316,17218,1668799743
pretix.social,up,mastodon,3,139,2348,1678728229
canary.fedibird.com,up,mastodon,2,7,5502,1660293634
routingmagic.club,up,mastodon,1,3,315,1677630029
bitforged.social,up,mastodon,3,280,9195,1702119112
mastodon.dermarcus.de,up,mastodon,4,8,1707,1667733470
dznr.org,up,mastodon,1,18,3702,1673640592
mastodon.adsaminu.com,up,mastodon,2,3,1988,1669779722
ravenation.club,up,mastodon,26273,452370,32360,1651017592
backyard.cloud,up,mastodon,4,15338,6723,1612578269
hkc.social,up,mastodon,6,4813,9317,1667684575
social.psychodog.co.uk,up,mastodon,6,599,14169,1668089685
stemfurs.masto.host,up,mastodon,5,560,5248,1672850977
don2.inux39.me,up,mastodon,2,5456,3878,1659478983
rencher.industries,up,mastodon,2,40,7778,1674600132
tchafia.be,up,mastodon,145,9547,17581,1667449079
matthijs.social,up,mastodon,1,0,3342,1682815451
mastodon.experienceadvisors.io,up,mastodon,13,186,3802,1668361015
ijug.social,up,mastodon,35,2027,7914,1671250946
estrogen.cat,up,mastodon,4,2,1186,1682567002
howseven.social,up,mastodon,4,0,2,1675410679
fedibot.dev,up,mastodon,16,24247,950,1667728127
trpg-o.xyz,up,mastodon,590,273667,5474,1674448174
darticulate.com,up,mastodon,28,9,3886,1679279149
lingo.lol,up,mastodon,310,58315,26320,1667641372
exae.co,up,mastodon,7,192,234,1612578346
7144.party,up,mastodon,340,25420,5566,1612578266
holygrena.de,up,mastodon,1,463,7492,1669636927
mastodon.lavergne.online,up,mastodon,2,166,7071,1612578266
cuthrell.com,up,mastodon,1,1248,4921,1669714671
mastodon.tz.is,up,mastodon,1,1423,15673,1671399334
social.urlxl.com,up,mastodon,1,0,1770,1705352390
mastodon.redstonelp2.com,up,mastodon,1,17664,17004,1667719635
toot.coinfund.app,up,mastodon,2,567,7096,1707371787
greenplenty.social,up,mastodon,4,4442,11235,1651072385
achrilock.social,up,mastodon,2,3178,4586,1671222951
mstdn.sssc.cc,up,mastodon,2,248,228,1672730590
kyuti.es,up,mastodon,3,30,1347,1719523714
a1computers.social,up,mastodon,5,20,270,1692411718
peoplemaking.games,up,mastodon,2847,205805,32794,1651064566
social.headbright.eu,up,mastodon,3,1761,12293,1689610794
fuzaxx.de,up,mastodon,3,14,4651,1669127074
fedi.turbofish.cc,up,mastodon,8,3206,159108,1668203233
mstdn.kodein.be,up,mastodon,5,363,6672,1670093683
hola-soy-milk.online,up,mastodon,2,762,6085,1683252497
grants.cafe,up,mastodon,26,1528,16941,1656038780
kotobaphil-mtdn.eu,up,mastodon,10,28769,5698,1672374078
staging.mystical.garden,up,mastodon,2,14,165,1669837264
social.theokadas.com,up,mastodon,3,159,6594,1668356077
mastodon.boogstreken.be,up,mastodon,2,262,6347,1667961975
t.copyliu.org,up,mastodon,1,64,799,1712403664
doesthings.online,up,mastodon,4,1238,11464,1667954577
vhs.social,up,mastodon,19,2616,3569,1668185917
m.luvz.me,up,mastodon,3,995,1065,1644467046
433.world,up,mastodon,31,15809,22447,1612578269
hugz.online,up,mastodon,1,12476,11039,1712334657
spoilertv.social,up,mastodon,5,73,7628,1670851071
s.o2l.ie,up,mastodon,2,762,9117,1668694338
come-together.nl,up,mastodon,1,0,711,1689263802
social.lol,up,mastodon,1868,315102,29470,1657993625
denden.world,up,mastodon,216,42788,14292,1689392435
tukkers.online,up,mastodon,59,2560,21026,1612578348
toot.acula.me,up,mastodon,2,0,1376,1695325398
mstdn.party,up,mastodon,50758,1546927,34206,1667944871
mastodon.someotherguy.xyz,up,mastodon,3,1019,11616,1623163419
cleary.au,up,mastodon,1,208,3918,1676293042
sns.neonka.info,up,mastodon,2,228,10615,1672437103
mastodon.utopia-valley.com,up,mastodon,2,0,862,1718235956
www.blimps.xyz,up,mastodon,592,220918,22041,1612579014
afcolegiado.app,up,mastodon,3,9200,536,1674623288
sinophone.world,up,mastodon,6,58,1849,1694249845
chalk.moe,up,mastodon,19,18304,4822,1669135635
toot.kottman.xyz,up,mastodon,3,2623,16165,1612578269
tylernguyen.social,up,mastodon,1,0,3334,1696298082
velour.social,up,mastodon,1,1271,19011,1672109036
naveen.ink,up,mastodon,1,3,188,1650519979
schwerin.social,up,mastodon,7,4,625,1667962530
vertexspew.social,up,mastodon,1,103,6367,1674822827
masto.sneeu.com,up,mastodon,1,137,4493,1673357560
honk.masto.host,up,mastodon,3,12,2364,1669655900
aeth.cafe,up,mastodon,4,147,1178,1717332164
chaos.futbol,up,mastodon,7,1436,8133,1688436146
links.potsda.mn,up,mastodon,103,9271,17509,1612578270
newsie.social,up,mastodon,20802,1155970,128533,1667220086
marchingband.social,up,mastodon,4,45,337,1677905360
fpv.social,up,mastodon,9,402,5045,1671598996
toolsforthought.social,up,mastodon,7,12232,11104,1697443180
nothankyou.hostdon.ne.jp,up,mastodon,2,39,2748,1688498567
social.petertoushkov.eu,up,mastodon,1,3431,11924,1687207462
246135.xyz,up,mastodon,8,784,1,1674985419
mastodon.paftech.se,up,mastodon,2,16,2050,1667604468
treehouse.technopagans.de,up,mastodon,9,6826,15370,1612578270
mastodon.naturemag.org,up,mastodon,6,28,2471,1671519924
foojay.social,up,mastodon,211,11548,14352,1668531935
social.jpi.io,up,mastodon,3,1,2100,1612578265
social.mobile-adenum.fr,up,mastodon,6,46,950,1710012584
mastodon.gibald.com,up,mastodon,1,5,4124,1672704770
mastodon.memes.observer,up,mastodon,1,61,2478,1690324462
mastodon.linkerror.com,up,mastodon,4,166,10792,1669790023
masto.social,up,mastodon,188,3772,91480,1612578269
toot.nimantu.de,up,mastodon,5,261,7689,1651828231
tulipgardenshow.masto.host,up,mastodon,2,7761,10699,1674345643
dysfunction.social,up,mastodon,5,293,7577,1671329386
net4sw.com,up,mastodon,483,24961,16851,1612578266
social.murf.org,up,mastodon,1,251,8921,1651675513
d3stodon.com,up,mastodon,15,5835,194,1668398851
demiboy.gay,up,mastodon,2,4250,7575,1689309615
overgrown.garden,up,mastodon,6,782,7961,1669064516
digitaldarkage.cc,up,mastodon,13,4920,14934,1669048936
allovertheplace.ca,up,mastodon,6,2209,6723,1707496148
splat00n.ink,up,mastodon,74,48521,2880,1681785919
mastodon.helvetet.eu,up,mastodon,11,1452,19947,1667687696
boeck.social,up,mastodon,2,4,1887,1672765238
mastodon.18m250.org,up,mastodon,1,11,2181,1674266566
lesbian.solutions,up,mastodon,41,315879,22619,1612578267
docviper.de,up,mastodon,2,825,13416,1667345479
3672.freeboxos.fr,up,mastodon,1,50,4839,1692459016
mascodon.jp,up,mastodon,53,17508,6115,1674437702
mastodon.garyhawkins.uk,up,mastodon,2,41,0,1667378948
flexnet.social,up,mastodon,4,75,3336,1672337471
mastodon.drjpdns.com,up,mastodon,4,630,1923,1706904960
pub.qu1x.one,up,mastodon,3,51,11218,1670161352
creators.social,up,mastodon,188,5766,8237,1668377554
social.justcoding.tech,up,mastodon,1,0,4,1636144221
mast.keyd.ru,up,mastodon,3,97,8228,1668352930
var.one,up,mastodon,1,0,2545,1668933960
hwang.me.uk,up,mastodon,1,1953,8919,1667629108
dook.business,up,mastodon,25,6195,13546,1612578267
witchy.ink,up,mastodon,2,89,7499,1669620417
social.asgardius.company,up,mastodon,1,153,5350,1612578347
social.koti.site,up,mastodon,1,3,8051,1612578442
mstdn.chitose.org,up,mastodon,2,120387,8160,1612578268
mastodon.palewi.re,up,mastodon,15,28464,9840,1669836809
hodapp.club,up,mastodon,2,108,10522,1612578270
securitycafe.ca,up,mastodon,20,2154,12793,1667773901
mastodon.land,up,mastodon,33,314,11061,1612579013
nya.lemonade.moe,up,mastodon,28,14236,10011,1612578270
social.jugendarbe.it,up,mastodon,28,256,943,1647634205
stranger.social,up,mastodon,9542,173405,27743,1669842504
shaler.social,up,mastodon,1,434,5810,1667467399
pub.sapzil.org,up,mastodon,1,1306,1122,1668188255
heath.social,up,mastodon,2,2406,11055,1671453589
m1x.app,up,mastodon,2,11,3663,1674825214
social.eb8.org,up,mastodon,2,0,1656,1651900458
don.wsoft.ws,up,mastodon,16,1704,8549,1670940352
todfox.site,up,mastodon,2,169,,1709510100
lepoulsdumonde.com,up,mastodon,56,19448,9857,1673882531
toot.ebu.io,up,mastodon,8,12,4,1669350261
t.fred.social,up,mastodon,3,69,5617,1671073784
ramble.space,up,mastodon,12,36,2385,1612578346
mastodon.melin.org,up,mastodon,18,21349,20079,1652026247
publicgood.social,up,mastodon,67,3318,122179,1668152187
thoughts.64thoughts.net,up,mastodon,1,6,5,1716354709
posts.dynamic.land,up,mastodon,6,25,1701,1681032143
anarshy.social,up,mastodon,1,636,3109,1669643383
social.darn.fish,up,mastodon,2,333,16660,1674979797
mastodon.inubo.ch,up,mastodon,8,39,3310,1693971221
mastodon.lw1.at,up,mastodon,1,228,6492,1612578271
patavium.social,up,mastodon,37,1460,10835,1668908605
rfj.social,up,mastodon,16,270,528,1669107179
mast.delayofgame.com,up,mastodon,1,0,630,1708237347
idw-online.social,up,mastodon,13,20656,5974,1655736450
social.paulderaaij.nl,up,mastodon,2,604,4793,1667951095
eimsbuettel.social,up,mastodon,13,233,3204,1699307885
cerb.social,up,mastodon,8,50,9774,1668698536
no-outlet.com,up,mastodon,2,1385,7454,1687136506
mastodon.slg-aachen.de,up,mastodon,177,554,0,1653233336
social.martiabernathey.com,up,mastodon,1,1600,11335,1669863475
social.pancakesontuesday.com,up,mastodon,3,2072,13091,1671489838
social.yellowgoat.net,up,mastodon,3,0,2535,1671604681
federate.social,up,mastodon,572,84497,30006,1667409118
itisaal.com,up,mastodon,4,5,1,1717390676
masto.evelynyap.com,up,mastodon,2,4625,16903,1630485614
yetanother.place,up,mastodon,3,1494,6067,1669397274
tastingtraffic.net,up,mastodon,7,20498,5863,1659113878
mast.wangwood.house,up,mastodon,1,167,10517,1669504532
social.rooty.fr,up,mastodon,12,78,4537,1630377161
m.gy.gl,up,mastodon,2,7,4962,1669675342
sabin.blog,up,mastodon,1,23,592,1718441312
ma.s0c.in,up,mastodon,1,197,7826,1688263033
dondondon.installation00.org,up,mastodon,1,0,824,1708438858
social.jh220.de,up,mastodon,2,3,1379,1690039016
mstdn.linfiel.com,up,mastodon,1,495,1885,1612578267
theres.life,up,mastodon,311,54116,23725,1612578270
pouet.space,up,mastodon,15,1169,10813,1612578713
thestopbutton.social,up,mastodon,3,749,3096,1714073471
blabber.lu-rp.net,up,mastodon,1460,16441,1214,1647369705
geeks.cafe,up,mastodon,39,572,5362,1612578348
toots.valken.org,up,mastodon,1,66,4345,1698538999
mastodon.boiler.social,up,mastodon,26,7187,17410,1652773786
witter.cz,up,mastodon,1489,59036,21427,1667750042
metsubo-jinrai.net,up,mastodon,28,8480,2689,1668912322
mastodon.bsd.cafe,up,mastodon,231,29816,15198,1689812124
libori.social,up,mastodon,36,9493,14337,1657661275
mastodon.eole.education,up,mastodon,18,17332,9466,1629390175
mastodon.sysctl.io,up,mastodon,1,630,8554,1651489895
comm.cx,up,mastodon,73,13440,16312,1612578269
breadandroses.cloud,up,mastodon,1,61,10062,1700175999
frostmn.social,up,mastodon,4,271,7182,1668417383
chirpnest.net,up,mastodon,3,51,6489,1692219904
wilstoncak.es,up,mastodon,1,1,658,1690300291
mosw.work,up,mastodon,1,326127,8380,1612578269
sabbeln.social,up,mastodon,2,52,5372,1678835544
brandenburg.social,up,mastodon,158,14596,8777,1612578347
mastodon.d14n.club,up,mastodon,3,134,6079,1667797922
mastodon.theyosh.nl,up,mastodon,2,34,3056,1670079024
sharlayan.in,up,mastodon,60,376164,5070,1668837483
mastodon.magnor.ovh,up,mastodon,1,281,13552,1699654225
mastodon.enlightware.ch,up,mastodon,5,20,1665,1669525362
masto.binaryworks.ca,up,mastodon,8,84,6713,1669008015
mastodon.tux-hausen.de,up,mastodon,1,3,2022,1707395995
masto.onurb.net,up,mastodon,4,187,10518,1676883250
torlaz.online,up,mastodon,56,11173,7948,1612578269
ellie.chat,up,mastodon,1,1,1584,1626834769
follow.ethanmarcotte.com,up,mastodon,2,7422,17649,1667870595
mastodon.borsos.at,up,mastodon,2,31,1203,1687824684
toot.sosh.co.uk,up,mastodon,2,1131,6294,1678825682
dh.social,up,mastodon,1,180,3269,1673890568
payravi.xyz,up,mastodon,2,2582,12077,1676879220
ma.fono.jp,up,mastodon,18,48552,6957,1612578270
mastodon.lieter.nl,up,mastodon,1,975,12697,1612578271
nton.cx,up,mastodon,1,8,5387,1668288943
quietzero.net,up,mastodon,9,493,8983,1687367370
naturtrunken.de,up,mastodon,1,37,1432,1702775696
activitypub.garmy.jp,up,mastodon,4,8884,2597,1675580275
mstdn.geekyboo.net,up,mastodon,6,34,440,1628985856
mstdn.axtch.net,up,mastodon,2,3146,15483,1651064939
mastodon.cr,up,mastodon,403,101640,22229,1668416876
social.macwinlin.cloud,up,mastodon,1,9,121480,1665222004
social.toyuzuko.dev,up,mastodon,5,172,1194,1688937119
social.alton.cloud,up,mastodon,9,328,958,1690761045
hive.institute,up,mastodon,6,347,18955,1612578270
iaccessibility.social,up,mastodon,91,17075,17886,1667693091
natter.wtf,up,mastodon,111,437191,10777,1612578267
outdoorenthusiasts.space,up,mastodon,2,0,2637,1676218562
taco.cc,up,mastodon,1,1,1932,1678256080
bopjoy.cafe,up,mastodon,1,4,2469,1696028418
mastodon.retr0.party,up,mastodon,33,206,15715,1667234787
io.lu,up,mastodon,2,54,1993,1703066541
etw.uk,up,mastodon,38,280,9173,1667837640
dc801.space,up,mastodon,16,182,11406,1651691226
qa.social,up,mastodon,45,144,7464,1668303211
social.practicalbytes.de,up,mastodon,2,0,1475,1676478607
mastodon.ounce.zone,up,mastodon,1,407,6100,1614099543
mastodon.doesnotexist.club,up,mastodon,7,1509,6242,1668972758
m.fa.gl,up,mastodon,2,4135,15403,1667450353
social.fast-break.de,up,mastodon,27,39754,448,1668185234
coldrick.me.uk,up,mastodon,3,517,8575,1667725283
queer.blahaj.solutions,up,mastodon,6,288,3015,1669969719
mastodon.hawaga.org.uk,up,mastodon,1,3677,97277,1667770133
mastodon.neoform.co,up,mastodon,3,7,23,1718720772
a17k.social,up,mastodon,4,96,8184,1673472713
social.laroche.dev,up,mastodon,1,12,1075,1673571302
mastodon.dataden.gay,up,mastodon,4,88,10163,1686589330
mastodon.akop.online,up,mastodon,6,299,8052,1668914099
vdlc.social,up,mastodon,1,2,2320,1708869907
mastodon.ehret.me,up,mastodon,1,916,13219,1612578268
spaceup.city,up,mastodon,4,2059,12807,1667777524
mastodon.wladyspb.pro,up,mastodon,3,1399,2058,1693920816
mastodon.ti-fr.com,up,mastodon,3,354,5824,1650919144
mastodon.encryptionin.space,up,mastodon,2,111,3269,1667023084
mstdn.twst.me,up,mastodon,5,87,1858,1671115338
pool.social,up,mastodon,40,73,12569,1670448451
sociabl.be,up,mastodon,19,4837,11866,1669603070
mstdn.bdms.ca,up,mastodon,2,241,7696,1690917743
toot.eskuel.net,up,mastodon,4,998,10392,1667330511
social.brennanbenkert.com,up,mastodon,1,14,3196,1612578266
mstdn.schoolidol.club,up,mastodon,207,15814,10141,1612578268
com.thephysics.xyz,up,mastodon,3,35,4834,1673428797
ohrj.social,up,mastodon,5,191,750,1702834975
happytobehe.re,up,mastodon,4,7824,5319,1616475273
mstdn.bar,up,mastodon,6,50,4630,1702790792
don.dondododon.com,up,mastodon,6,339,1778,1688329045
pub.ivasilev.net,up,mastodon,1,0,3097,1678156658
mathtod.online,up,mastodon,3438,76838,14799,1612578271
m.qqs.tw,up,mastodon,50,1681,6548,1677431898
rejoiner.eu,up,mastodon,6,88,12296,1668414108
tuiter.rocks,up,mastodon,253,119119,19085,1667754014
avgeek.social,up,mastodon,108,6088,16978,1671161385
mstdn.yakitamago.info,up,mastodon,59,554425,11001,1612578267
lllsecurity.com,up,mastodon,3,1,3554,1668904975
estrogen.gg,up,mastodon,16,115,1434,1717195894
social.zym.lol,up,mastodon,12,2943,12186,1686067044
masto.uno,up,mastodon,25,9168,0,1668079691
social.massalabs.com,up,mastodon,1,531,6106,1668773027
sabatino.social,up,mastodon,1,29,4102,1712163911
noitl.space,up,mastodon,6,1324,17547,1667339905
appcentric.social,up,mastodon,3,17,228,1710824109
mentalhealth-masto.com,up,mastodon,7,1427,11421,1668288286
masto.spottyer.one,up,mastodon,3,9,16,1692351139
mstdn.wildtree.jp,up,mastodon,15,9905,5433,1612578266
philpot.org,up,mastodon,1,332,9152,1668060702
humoro.us,up,mastodon,4,30,12980,1668904961
trans.house,up,mastodon,54,1920,15666,1667815556
hota.hirachon.otakan.jp,up,mastodon,8,239666,3940,1630762062
dataare.cool,up,mastodon,10,16826,18502,1668780775
claristdon.link,up,mastodon,14,25392,1937,1612578267
mastodon.myocci.social,up,mastodon,7,3452,16535,1674969164
social.nibis.de,up,mastodon,4,42,637,1674014274
morphnet.de,up,mastodon,1,1347,9887,1700372147
nintendo64.org,up,mastodon,1,225,3966,1713745380
forlorn.computer,up,mastodon,2,1134,11753,1668956608
chromium.social,up,mastodon,2,456,6031,1673889911
md.muyactual.com,up,mastodon,3,332,1245,1695755577
hails.org,up,mastodon,1,1349,10583,1668348425
wollig.social,up,mastodon,3,85,5150,1669510934
dispersio.us,up,mastodon,1,112,6884,1712865280
ciberlandia.pt,up,mastodon,383,53339,20839,1667282580
daan.social,up,mastodon,2,29,2425,1668635321
mastodon.unsuspicious.website,up,mastodon,5,4709,5871,1651608241
mastodon.caffeinated.computer,up,mastodon,1,72,12379,1688744951
open-source-eschaton.net,up,mastodon,5,19093,20938,1670383846
hibiscus.pink,up,mastodon,3,656,12284,1668640128
monarchists.uk,up,mastodon,2,59,7286,1678021810
surf.cyberspace.club,up,mastodon,5,5744,15045,1651090836
mastodon.dtris.moe,up,mastodon,4,7,1041,1681639790
social.khmelnytskyi.dcomm.net.ua,up,mastodon,17,107,2894,1668193644
sukebe.hostdon.ne.jp,up,mastodon,1114,8756,1522,1639649494
retrohangout.club,up,mastodon,5,602,10324,1667193781
toot.mrah.live,up,mastodon,1,255,3077,1713320189
istoleyour.pw,up,mastodon,1,12024,22304,1669027421
mstdn.wiper.dev,up,mastodon,1,2352,1584,1612578267
atx.pub,up,mastodon,62,5345,10798,1667728127
tschunk.social,up,mastodon,6,24,872,1673786995
darksky.social,up,mastodon,2,28,258,1705499924
mastodon.keekerdc.com,up,mastodon,2,412,6253,1668785799
crabby.fyi,up,mastodon,3,1145,8437,1668283440
mastodon.xyz,up,mastodon,28493,2065942,51245,1612578271
social.audiovalentine.com,up,mastodon,47,9763,20779,1667005848
m.corduba.tech,up,mastodon,23,25,1788,1670165924
windows11sucks.com,up,mastodon,4,145,7115,1668236182
kinkyelephant.com,up,mastodon,4933,315802,27603,1612578269
mastodon.digitally.cool,up,mastodon,1,17,8222,1669215671
tonybark.com,up,mastodon,5,7992,17603,1651768892
social.bird.style,up,mastodon,2,52,4016,1693737470
fosstodon.org,up,mastodon,61917,3513289,51977,1612578270
muenchen.social,up,mastodon,10864,534574,30575,1612578269
tabletop.vip,up,mastodon,272,18212,152504,1651246145
ljs.social,up,mastodon,75,2231,13760,1653223284
mastodon.luemy.eu,up,mastodon,3,352,4612,1680450945
mastoadmin.io,up,mastodon,12,18,461,1691820619
toot.village.one,up,mastodon,4,259,4096,1667820405
ruhr.social,up,mastodon,10483,672977,39156,1612578266
mastodon.karolwos.com,up,mastodon,1,0,722,1688399139
aquariumofyourbrain.masto.host,up,mastodon,3,200,1432,1686687611
about-the-author.online,up,mastodon,3,135,2137,1703364474
mastodon.rosiesocosy.com,up,mastodon,10,360,6315,1667920828
bifrost.berzerk.pl,up,mastodon,1,262,6549,1667768414
mstdn.starnix.network,up,mastodon,85,92826,55346,1644790710
mastodon.maho-do.jp,up,mastodon,5,379,4334,1612578268
toot.funnylookinhat.com,up,mastodon,1,301,7603,1689240815
m.femboy.im,up,mastodon,3,169,6341,1688359267
mastodon.ehlo.world,up,mastodon,3,79,6053,1669448691
tibus.social,up,mastodon,5,1,15,1686608440
mstdn.yaesu-eas.tokyo,up,mastodon,2,15825,5764,1612578268
thicc.horse,up,mastodon,783,147517,26087,1612578266
mastodon.epicpix.dev,up,mastodon,1,0,14,1710636066
mstdn.cryptic-command.net,up,mastodon,1,398,1615,1679059959
trailblazer.social,up,mastodon,5,865,13458,1612578266
social.rhea.art,up,mastodon,1,106,3553,1671025646
4d2.social,up,mastodon,6,30,2729,1719298096
loxodon.balafon.net,up,mastodon,1,0,1698,1693532990
mstdn.one,up,mastodon,12,1098,10583,1625407652
mastodon.constant.social,up,mastodon,3,529,5627,1674014661
namelesscitizen.space,up,mastodon,3,5852,1780,1654870910
f-ckendehoelle.de,up,mastodon,34,9544,10645,1667697559
m.powerweb.io,up,mastodon,1,95,4769,1668994297
social.newt.li,up,mastodon,1,4588,8318,1679780989
mastodon.baufreton.fr,up,mastodon,1,2,574,1690295876
fedi.erin.lgbt,up,mastodon,2,17,1208,1692440154
minamina3710.com,up,mastodon,44,7305,1286,1674202967
mastodon.qtmlabs.xyz,up,mastodon,1,33,4787,1667828926
mastodon.d09.app,up,mastodon,1,0,653,1667809489
mastodon.exok.com,up,mastodon,2,190,6940,1669327176
toot.oar-online.uk,up,mastodon,9,7504,4907,1667877979
mastodon.projetretro.io,up,mastodon,2,4343,11091,1671514981
social.datalabour.com,up,mastodon,573,59447,11779,1635421764
langberi.chat,up,mastodon,4,23,6279,1681663842
oslo.town,up,mastodon,2278,80003,34523,1612578268
xianlandia.com,up,mastodon,1,29,1010,1672249488
blasmusik.social,up,mastodon,6,292,3070,1668553855
